text,label
It explicitly does not cover selection of an MSC Server by a RAN node nor the selection of an MSC server at an SRNS relocation EPC core nodes.,0
"If not present, the UE should assume the metadata fragment version is valid (The validUntil attribute may or not be present).",0
This measurement shall be increased for each reported value P-CCPCH RSCP_LEV.,0
"If referred to an F-DPCH, it indicates the Reference F-DPCH TX Power. If Transmit Diversity is applied to a downlink physical channel, the DL Power IE indicates the power offset between the linear sum of the power.",0
The copyright and the foregoing restriction extend to reproduction in all of the 3GPP Organizational Partners of the 3GPP Organizational Partners,0
No part may be reproduced except as authorized by written permission. ,0
"EIRP should not exceed UE or UE type RSU: Otherwise, it should be 24dBm 69dBm.",0
"The purpose of Location Information Transfer procedure is to enable the E-SMLC to request position measurements from the UE, or to enable the UE to provide location measurements to the E-SMLC for position calculation (e.g., in case of basic self location where the UE requests its own location) ",1
Figure shows the Location Information Transfer operations for the downlink positioning method when the procedure is initiated by the E E-SMLC-initiated Location Information Transfer,1
"The Fast Physical Access CHannel (FPACH) is used by the Node B to carry, in a single burst, the acknowledgement of a detected signature with timing and power level adjustment indication to an user equipment.",0
"Optionally, the media type(s) to be used for the participants in the call session can be requested (MediaInfo).",0
"The following form represents the reference signal in the entire measurement interval where ns, sf and ma have the same meaning as defined above in C C.",2
"In the case when more than one independently addressable HSS is utilized by a network operator, the HSS where user information for a given subscriber is available has to be found.",0
"After subscribing to the event package with the S-CSCF, the application will expect to receive the notifications from the S-CSCF, which may carry the public identities by accessing the HSS via Sh or Si interface information if they are to correctly apply services.",0
The start of slot in a subframe is aligned in time with the start of OFDM symbol in the same subframe,0
"A UE not capable of full-duplex communication and not supporting simultaneous transmission and reception as defined by paremeter simultaneousRxTxInterBandENDC, simultaneousRxTxInterBandCA or simultaneousRxTxSUL among all cells within a group of cells is not expected to transmit in the uplink in one cell within the group of cells earlier than after the end of the last received downlink symbol in the same or different cell within the group of cells.",0
Standardization of the interface and operation within a split UE is outside the scope of this document.,0
This section provides functional descriptions of capabilities in GGSN,2
"The upper curve is the goose-neck microphone, the two lower ones are the chest microphone used in the car and the corresponding measurement made under anechoic conditions",0
The second shows the frequency response at receiving.,2
It is up to the UE implementation whether the ProSe layer or the lower layers takes the final selection on which ProSe UE to-network relay UE to select.,0
"Transceiver frequency, hand-over relationships, performance measurements, frequency hopping control, etc., should be changed by one action only.",0
The Private Extension information element contains vendor specific information.,0
The encoding bit-rate is requested to be reduced using C.,0
"VMSCA requests information to handle the outgoing call (SIFOC) from VLRA, over an internal interface of the MSC/VLR.",1
The list of Call Identifiers within the RESET IP RESOURCE ACKNOWLEDGE message shall be in the same order as received in the RESET IP RESOURCE message.,0
"A ""TCH/H + PDCH/H"" configuration implies the multiplexing of CS information and RLC/MAC blocks in the same timeslot of the TDMA frame.",0
"The proposed solution for single timeslot operation is the ""TCH/H + PDCH/H"" configuration",2
Specifications and reports for implementation of the 3GPP TM system should be here,2
This IMS supplementary service should not affect any other IMS,2
